AccusedMasterID,PersonID,AccusedName,AgeYear,GenderID,prior_offense_count,avg_crime_severity,max_crime_severity,recency_days,district,crime_head,co_accused_count,prior_arrest_count,is_repeat_offender,risk_score
512,P_0512,Vijayalakshmi Desai,29,2,1,3.0,3,685,Mangaluru City,Assault,1,0,0,29.8
513,P_0513,Vinay Sheikh,21,1,1,4.0,4,467,Mangaluru City,Robbery,1,0,0,35.8
514,P_0514,Deepa Sequeira,54,1,1,2.0,2,504,Mangaluru City,Fraud,0,0,0,20.8
515,P_0515,Lawrence Sequeira,52,1,1,5.0,5,466,Hubballi-Dharwad,Homicide,1,0,0,41.8
516,P_0516,Iqbal Bhat,39,2,1,4.0,4,180,Belagavi,Robbery,0,0,0,42.9
517,P_0517,Mahmood Hegde,20,1,1,4.0,4,406,Hubballi-Dharwad,Robbery,0,0,0,32.8
518,P_0518,Rashmi Poojary,29,1,1,1.0,1,130,Mangaluru City,Theft,0,1,0,27.6
519,P_0519,Santosh Kotian,45,1,1,3.0,3,270,Hubballi-Dharwad,Cybercrime,1,0,0,35.0
520,P_0520,Ganesh Shetty,54,2,1,3.0,3,123,Mangaluru City,Cybercrime,0,0,0,40.0
521,P_0521,Girish Ballal,53,1,1,3.0,3,639,Bengaluru City,Assault,0,1,0,26.8
522,P_0522,Arjun Bhat,26,1,1,5.0,5,725,Hubballi-Dharwad,Homicide,0,1,0,38.8
523,P_0523,Anitha Pinto,32,1,1,1.0,1,460,Belagavi,Theft,1,0,0,17.8
524,P_0524,Iqbal Bhat,30,1,1,1.0,1,295,Mangaluru City,Theft,1,0,0,21.6
525,P_0525,Praveen Rathod,44,2,1,4.0,4,598,Bengaluru City,Robbery,2,0,0,38.8
526,P_0526,Vidya Shetty,32,2,1,4.0,4,205,Belagavi,Robbery,6,0,0,56.5
527,P_0527,Manjula Fernandes,36,1,1,3.0,3,12,Bengaluru City,Assault,1,0,0,49.1
528,P_0528,Nandini Pujari,59,1,1,4.0,4,324,Mysuru City,Robbery,1,0,0,38.0
529,P_0529,Deepak Khan,62,1,1,5.0,5,502,Hubballi-Dharwad,Homicide,0,0,0,38.8
530,P_0530,Rekha Salian,53,2,1,4.0,4,584,Hubballi-Dharwad,Narcotics,11,0,0,47.8
531,P_0531,Chandan D'Souza,44,2,1,4.0,4,443,Bengaluru City,Narcotics,1,1,0,35.8
532,P_0532,Mahmood Hegde,37,2,1,2.0,2,33,Hubballi-Dharwad,Fraud,0,0,0,38.9
533,P_0533,Joseph Kulkarni,30,2,1,1.0,1,312,Mangaluru City,Theft,1,0,0,20.7
534,P_0534,Shivakumar Gowda,53,1,1,2.0,2,75,Bengaluru City,Fraud,0,0,0,36.6
535,P_0535,Mahmood Hegde,60,1,1,5.0,5,431,Belagavi,Homicide,1,0,0,41.8
536,P_0536,Roopa Achar,25,2,1,4.0,4,723,Mangaluru City,Robbery,0,1,0,32.8
537,P_0537,Manjunath Pujari,45,2,1,4.0,4,419,Mysuru City,Robbery,0,0,0,32.8
538,P_0538,Xavier Setty,59,1,1,4.0,4,145,Hubballi-Dharwad,Robbery,0,0,0,44.8
539,P_0539,Sudha Achar,27,1,1,3.0,3,362,Mangaluru City,Assault,0,1,0,26.9
540,P_0540,Manjula Khan,45,1,1,1.0,1,150,Bengaluru City,Theft,0,0,0,26.5
541,P_0541,Rashmi Sheikh,34,1,1,3.0,3,309,Hubballi-Dharwad,Assault,0,0,0,29.8
542,P_0542,Gopal Fernandes,49,1,1,5.0,5,70,Hubballi-Dharwad,Homicide,0,1,0,54.9
543,P_0543,Naseema Rao,20,2,1,1.0,1,27,Hubballi-Dharwad,Theft,7,1,0,48.3
544,P_0544,Ravi Sequeira,31,1,1,2.0,2,638,Mysuru City,Fraud,0,0,0,20.8
545,P_0545,Naseema Rao,34,1,1,1.0,1,254,Hubballi-Dharwad,Theft,0,1,0,20.8
546,P_0546,Imran Jadhav,31,1,1,3.0,3,436,Belagavi,Assault,0,0,0,26.8
547,P_0547,Iqbal Bhat,23,1,1,5.0,5,584,Belagavi,Homicide,0,0,0,38.8
548,P_0548,Manjula Khan,48,2,1,4.0,4,113,Mangaluru City,Robbery,0,1,0,46.6
549,P_0549,Sridhar Rao,57,2,1,3.0,3,210,Mysuru City,Assault,0,0,0,35.2
550,P_0550,Iqbal Patil,30,2,1,4.0,4,625,Mysuru City,Narcotics,1,0,0,35.8
551,P_0551,Sowmya Sheikh,26,1,1,3.0,3,274,Bengaluru City,Cybercrime,0,0,0,31.7
552,P_0552,Anand Naik,29,1,1,1.0,1,361,Mangaluru City,Theft,0,0,0,15.0
553,P_0553,Pooja Kotian,23,1,1,4.0,4,497,Mysuru City,Narcotics,0,0,0,32.8
554,P_0554,Manjunath Pinto,62,2,1,2.0,2,197,Mangaluru City,Fraud,0,0,0,30.0
555,P_0555,Chandan Pujari,49,2,1,1.0,1,503,Bengaluru City,Theft,0,0,0,14.8
556,P_0556,Nataraj D'Souza,45,1,1,5.0,5,452,Mysuru City,Homicide,0,1,0,38.8
557,P_0557,Imran Jadhav,53,1,1,3.0,3,358,Bengaluru City,Assault,1,0,0,30.1
558,P_0558,Praveen Rathod,57,1,1,2.0,2,564,Belagavi,Fraud,0,1,0,20.8
559,P_0559,Mahmood Prabhu,22,1,1,5.0,5,8,Mysuru City,Homicide,0,0,0,58.3
560,P_0560,Alphonsa Shetty,21,1,1,3.0,3,490,Belagavi,Cybercrime,0,0,0,26.8
561,P_0561,Imran Jadhav,51,2,1,4.0,4,413,Belagavi,Narcotics,7,0,0,47.8
562,P_0562,Nataraj D'Souza,26,1,1,5.0,5,696,Mysuru City,Homicide,0,0,0,38.8
563,P_0563,Suresh Sheikh,35,1,1,1.0,1,711,Mysuru City,Theft,0,0,0,14.8
564,P_0564,Yallappa Mendes,42,2,1,4.0,4,146,Hubballi-Dharwad,Narcotics,0,0,0,44.8
565,P_0565,Kalpana Mendes,28,1,1,5.0,5,371,Mangaluru City,Homicide,0,0,0,38.8
566,P_0566,Mahmood Prabhu,32,1,1,4.0,4,474,Bengaluru City,Narcotics,0,0,0,32.8
567,P_0567,Puneeth Bhat,60,1,1,5.0,5,234,Hubballi-Dharwad,Homicide,1,1,0,48.9
568,P_0568,Nataraj Sequeira,50,1,1,4.0,4,470,Hubballi-Dharwad,Robbery,1,0,0,35.8
569,P_0569,Anitha Kamath,40,1,1,2.0,2,691,Mangaluru City,Fraud,0,0,0,20.8
570,P_0570,Vinay Chavan,40,2,1,3.0,3,488,Bengaluru City,Assault,0,1,0,26.8
571,P_0571,Anitha Kamath,55,1,1,2.0,2,564,Bengaluru City,Fraud,0,0,0,20.8
572,P_0572,Manjunath Pinto,27,1,1,2.0,2,699,Belagavi,Fraud,0,0,0,20.8
573,P_0573,Ganesh Shetty,20,1,1,3.0,3,567,Belagavi,Assault,0,0,0,26.8
574,P_0574,Naseema Rao,55,1,1,4.0,4,202,Mangaluru City,Narcotics,0,0,0,41.7
575,P_0575,Iqbal Bhat,38,1,1,2.0,2,412,Mangaluru City,Fraud,1,1,0,23.8
576,P_0576,Sudha Reddy,38,2,1,3.0,3,399,Hubballi-Dharwad,Assault,0,0,0,26.8
577,P_0577,Vinay Chavan,62,1,1,2.0,2,412,Mangaluru City,Fraud,1,0,0,23.8
578,P_0578,Kalpana Shetty,27,1,1,3.0,3,408,Mangaluru City,Assault,0,0,0,26.8
579,P_0579,Iqbal Bhat,43,1,1,1.0,1,224,Belagavi,Theft,0,0,0,22.5
580,P_0580,Melwin Desai,20,1,1,5.0,5,181,Bengaluru City,Homicide,0,0,0,48.8
581,P_0581,Harish Fernandes,28,1,1,4.0,4,256,Bengaluru City,Narcotics,0,0,0,38.7
582,P_0582,Nandini Pujari,51,2,1,2.0,2,550,Bengaluru City,Fraud,0,0,0,20.8
583,P_0583,Kavya Salian,29,1,1,2.0,2,305,Mangaluru City,Fraud,1,0,0,27.0
584,P_0584,Kiran Desai,56,1,1,3.0,3,251,Mangaluru City,Cybercrime,0,1,0,33.0
585,P_0585,Naseema Rao,43,2,1,1.0,1,30,Mangaluru City,Theft,0,1,0,33.1
586,P_0586,Yallappa Mendes,52,2,1,5.0,5,269,Bengaluru City,Homicide,0,0,0,44.0
587,P_0587,Mahmood Prabhu,43,1,1,2.0,2,505,Mysuru City,Fraud,0,0,0,20.8
588,P_0588,Rashmi Hegde,40,1,1,3.0,3,265,Mangaluru City,Cybercrime,0,1,0,32.2
589,P_0589,Lawrence Sequeira,33,1,1,4.0,4,261,Mangaluru City,Robbery,1,0,0,41.4
590,P_0590,Arjun Bhat,26,1,1,4.0,4,248,Hubballi-Dharwad,Narcotics,9,1,0,54.2
591,P_0591,Harish Khan,48,1,1,3.0,3,393,Hubballi-Dharwad,Cybercrime,1,0,0,29.8
592,P_0592,Kalpana Shetty,52,1,1,3.0,3,59,Mysuru City,Cybercrime,0,1,0,43.5
593,P_0593,Sandra Jadhav,42,1,1,4.0,4,440,Mysuru City,Narcotics,1,0,0,35.8
594,P_0594,Gopal Fernandes,25,1,1,5.0,5,199,Mangaluru City,Homicide,0,0,0,47.8
595,P_0595,Rashmi Hegde,36,1,1,4.0,4,535,Bengaluru City,Narcotics,1,1,0,35.8
596,P_0596,Nandini Khan,22,2,1,1.0,1,480,Belagavi,Theft,0,0,0,14.8
597,P_0597,Chandan Pujari,34,1,1,1.0,1,455,Bengaluru City,Theft,0,0,0,14.8
598,P_0598,Nandini Khan,30,1,1,2.0,2,450,Mangaluru City,Fraud,0,0,0,20.8
599,P_0599,Nandini Setty,48,1,1,5.0,5,511,Mysuru City,Homicide,0,0,0,38.8
600,P_0600,Arjun Bhat,36,1,1,3.0,3,177,Mysuru City,Cybercrime,1,0,0,40.1
601,P_0601,Kalpana Shetty,31,1,1,3.0,3,719,Bengaluru City,Cybercrime,0,0,0,26.8
602,P_0602,Nataraj Sequeira,27,1,1,4.0,4,702,Mysuru City,Narcotics,0,0,0,32.8
603,P_0603,Lawrence Sequeira,33,1,1,5.0,5,459,Mysuru City,Homicide,1,0,0,41.8
604,P_0604,Vijay Shetty,56,2,1,3.0,3,421,Bengaluru City,Assault,1,0,0,29.8
605,P_0605,Roopa Bhat,53,1,1,4.0,4,330,Hubballi-Dharwad,Robbery,0,1,0,34.7
606,P_0606,Iqbal Patil,59,1,1,2.0,2,78,Hubballi-Dharwad,Fraud,1,1,0,39.5
607,P_0607,Mahmood Prabhu,26,2,1,4.0,4,475,Mangaluru City,Narcotics,0,1,0,32.8
608,P_0608,Joseph Salian,31,1,1,5.0,5,466,Hubballi-Dharwad,Homicide,1,0,0,41.8
609,P_0609,Mahmood Naik,32,2,1,3.0,3,62,Belagavi,Cybercrime,0,0,0,43.4
610,P_0610,Antony Rathod,19,2,1,4.0,4,285,Belagavi,Robbery,0,1,0,37.1
611,P_0611,Nataraj Sequeira,26,2,1,3.0,3,226,Mysuru City,Assault,0,1,0,34.4
612,P_0612,Sowmya Sheikh,31,2,1,1.0,1,204,Bengaluru City,Theft,0,0,0,23.6
613,P_0613,Deepa Kulkarni,45,1,1,1.0,1,141,Bengaluru City,Theft,2,1,0,33.0
614,P_0614,Gopal Fernandes,30,1,1,5.0,5,395,Mangaluru City,Homicide,0,1,0,38.8
615,P_0615,Mahmood Prabhu,51,1,1,4.0,4,535,Bengaluru City,Narcotics,1,0,0,35.8
616,P_0616,Sowmya Sheikh,38,1,1,1.0,1,27,Hubballi-Dharwad,Theft,7,1,0,48.3
617,P_0617,Rekha Salian,34,1,1,4.0,4,193,Belagavi,Narcotics,6,1,0,57.2
618,P_0618,Alphonsa Sheikh,54,1,1,1.0,1,218,Bengaluru City,Theft,2,1,0,28.8
619,P_0619,Vinay Chavan,26,1,1,1.0,1,440,Bengaluru City,Theft,0,1,0,14.8
620,P_0620,Shivakumar Gowda,39,2,1,2.0,2,636,Belagavi,Fraud,3,0,0,29.8
621,P_0621,Kiran Prabhu,30,1,1,4.0,4,136,Mangaluru City,Narcotics,0,0,0,45.3
622,P_0622,Santosh Kotian,62,1,1,2.0,2,197,Bengaluru City,Fraud,6,0,0,45.0
623,P_0623,Lawrence Prabhu,47,1,1,5.0,5,558,Bengaluru City,Homicide,0,1,0,38.8
624,P_0624,Sridhar Rao,53,1,1,1.0,1,531,Belagavi,Theft,0,1,0,14.8
625,P_0625,Praveen Rathod,25,1,1,3.0,3,262,Bengaluru City,Assault,0,0,0,32.4
626,P_0626,Rekha Kulkarni,51,1,1,4.0,4,73,Hubballi-Dharwad,Narcotics,0,0,0,48.8
627,P_0627,Sowmya Naik,52,2,1,4.0,4,215,Hubballi-Dharwad,Robbery,0,0,0,41.0
628,P_0628,Sridhar Rao,38,1,1,1.0,1,334,Hubballi-Dharwad,Theft,0,0,0,16.4
629,P_0629,Alphonsa Sheikh,28,1,1,1.0,1,295,Mangaluru City,Theft,1,0,0,21.6
630,P_0630,Xavier Setty,44,1,1,1.0,1,312,Mangaluru City,Theft,1,0,0,20.7
631,P_0631,Kiran Prabhu,58,1,1,5.0,5,119,Bengaluru City,Homicide,0,0,0,52.2
632,P_0632,Chandan Pujari,49,2,1,4.0,4,327,Mysuru City,Robbery,1,0,0,37.8
633,P_0633,Pooja Kotian,36,1,1,5.0,5,231,Belagavi,Homicide,9,0,0,61.1
634,P_0634,Anitha Kamath,49,1,1,3.0,3,617,Mysuru City,Cybercrime,0,0,0,26.8
635,P_0635,Maria Reddy,38,1,1,3.0,3,180,Belagavi,Cybercrime,0,0,0,36.9
636,P_0636,Vijay Rathod,39,2,1,5.0,5,140,Hubballi-Dharwad,Homicide,0,1,0,51.1
637,P_0637,Lakshmi Jadhav,55,2,1,1.0,1,77,Belagavi,Theft,1,0,0,33.5
638,P_0638,Lakshmi Desai,19,2,1,2.0,2,315,Belagavi,Fraud,0,0,0,23.5
639,P_0639,Prakash Setty,41,1,1,5.0,5,128,Mysuru City,Homicide,0,1,0,51.7
640,P_0640,Pooja Gowda,36,1,1,5.0,5,422,Mangaluru City,Homicide,4,1,0,50.8
641,P_0641,Nagesh Pinto,31,1,1,3.0,3,81,Hubballi-Dharwad,Cybercrime,4,0,0,54.3
642,P_0642,Imran Jadhav,35,1,1,5.0,5,54,Bengaluru City,Homicide,0,0,0,55.8
643,P_0643,Naseema Rao,20,1,1,3.0,3,215,Bengaluru City,Cybercrime,0,0,0,35.0
644,P_0644,Iqbal Patil,43,1,1,5.0,5,549,Bengaluru City,Homicide,0,0,0,38.8
645,P_0645,Ganesh Desai,31,1,1,1.0,1,390,Hubballi-Dharwad,Theft,0,0,0,14.8
646,P_0646,Deepa Kotian,47,1,1,1.0,1,58,Belagavi,Theft,0,0,0,31.6
647,P_0647,Xavier Sequeira,34,1,1,1.0,1,610,Hubballi-Dharwad,Theft,0,1,0,14.8
648,P_0648,Pooja Kotian,49,2,1,4.0,4,327,Mysuru City,Robbery,1,0,0,37.8
649,P_0649,Bhagya Bhat,61,2,1,1.0,1,27,Hubballi-Dharwad,Theft,7,1,0,48.3
650,P_0650,Roopa Achar,50,1,1,3.0,3,662,Belagavi,Assault,0,1,0,26.8
651,P_0651,Arjun Bhat,56,2,1,4.0,4,119,Mysuru City,Narcotics,0,0,0,46.2
652,P_0652,Roopa Bhat,22,1,1,5.0,5,369,Hubballi-Dharwad,Homicide,1,0,0,41.8
653,P_0653,Rekha Salian,42,2,1,5.0,5,83,Belagavi,Homicide,0,0,0,54.2
654,P_0654,Ganesh Shetty,26,2,1,3.0,3,79,Bengaluru City,Assault,0,0,0,42.4
655,P_0655,Basavaraj Hegde,23,1,1,3.0,3,371,Hubballi-Dharwad,Cybercrime,1,1,0,29.8
656,P_0656,Sandra Setty,45,1,1,1.0,1,454,Belagavi,Theft,0,1,0,14.8
657,P_0657,Kiran Desai,56,1,1,3.0,3,525,Bengaluru City,Cybercrime,1,1,0,29.8
658,P_0658,Sandra Jadhav,54,1,1,1.0,1,414,Mangaluru City,Theft,1,1,0,17.8
659,P_0659,Ramesh Bhat,39,1,1,2.0,2,233,Mysuru City,Fraud,0,0,0,28.0
660,P_0660,Imran Sheikh,37,1,1,4.0,4,237,Hubballi-Dharwad,Narcotics,0,0,0,39.8
661,P_0661,Sowmya Naik,23,1,1,4.0,4,638,Mysuru City,Robbery,1,0,0,35.8
662,P_0662,Chandan D'Souza,42,2,1,3.0,3,558,Mangaluru City,Assault,0,0,0,26.8
663,P_0663,Deepak Khan,32,1,1,3.0,3,719,Hubballi-Dharwad,Assault,0,1,0,26.8
664,P_0664,Mahmood Hegde,33,2,1,4.0,4,396,Mangaluru City,Narcotics,0,0,0,32.8
665,P_0665,Puneeth Bhat,31,1,1,2.0,2,159,Belagavi,Fraud,0,0,0,32.0
666,P_0666,Arjun Bhat,20,1,1,4.0,4,467,Mangaluru City,Robbery,1,0,0,35.8
667,P_0667,Sowmya Sheikh,45,2,1,1.0,1,315,Mangaluru City,Theft,0,0,0,17.5
668,P_0668,Sridhar D'Souza,50,1,1,1.0,1,460,Belagavi,Theft,1,1,0,17.8
669,P_0669,Imran Sheikh,22,1,1,2.0,2,31,Belagavi,Fraud,1,0,0,42.1
670,P_0670,Antony Rathod,46,1,1,3.0,3,705,Belagavi,Cybercrime,7,0,0,41.8
671,P_0671,Deepa Kotian,39,2,1,4.0,4,128,Mysuru City,Robbery,1,0,0,48.7
672,P_0672,Manjula Khan,40,1,1,4.0,4,565,Mysuru City,Robbery,0,0,0,32.8
673,P_0673,Xavier Sequeira,55,1,1,3.0,3,121,Mysuru City,Cybercrime,7,0,0,55.1
674,P_0674,Ganesh Desai,26,1,1,3.0,3,387,Bengaluru City,Assault,0,0,0,26.8
675,P_0675,Ravi Sequeira,24,2,1,5.0,5,677,Bengaluru City,Homicide,0,0,0,38.8
676,P_0676,Manjunath Pujari,31,1,1,4.0,4,521,Hubballi-Dharwad,Robbery,0,0,0,32.8
677,P_0677,Sridhar Rao,46,1,1,4.0,4,598,Bengaluru City,Robbery,2,1,0,38.8
678,P_0678,Kalpana Sequeira,28,1,1,2.0,2,652,Mangaluru City,Fraud,1,0,0,23.8
679,P_0679,Shivakumar Sheikh,60,1,1,4.0,4,607,Bengaluru City,Robbery,0,1,0,32.8
680,P_0680,Imran Sheikh,46,1,1,1.0,1,626,Mangaluru City,Theft,0,0,0,14.8
681,P_0681,Manjula Khan,37,1,1,3.0,3,243,Bengaluru City,Cybercrime,0,1,0,33.4
682,P_0682,Nagesh Fernandes,43,1,1,1.0,1,370,Mysuru City,Theft,0,0,0,14.8
683,P_0683,Sudha Achar,39,2,1,5.0,5,215,Bengaluru City,Homicide,0,0,0,47.0
684,P_0684,Anitha Kamath,33,1,1,3.0,3,68,Hubballi-Dharwad,Assault,8,0,0,58.0
685,P_0685,Pooja Gowda,60,1,1,3.0,3,685,Mangaluru City,Assault,1,0,0,29.8
686,P_0686,Ayesha Prabhu,55,1,1,4.0,4,324,Mysuru City,Robbery,1,0,0,38.0
687,P_0687,Basavaraj Hegde,55,1,1,3.0,3,173,Mysuru City,Assault,0,1,0,37.3
688,P_0688,Sowmya Naik,28,1,1,4.0,4,684,Belagavi,Narcotics,0,0,0,32.8
689,P_0689,Shivakumar Sheikh,25,1,1,1.0,1,77,Belagavi,Theft,1,0,0,33.5
690,P_0690,Arjun Bhat,21,1,1,1.0,1,726,Hubballi-Dharwad,Theft,1,0,0,17.8
691,P_0691,Basavaraj Shetty,23,1,1,4.0,4,398,Mysuru City,Narcotics,0,1,0,32.8
692,P_0692,Naveen Sheikh,33,1,1,5.0,5,119,Mysuru City,Homicide,0,0,0,52.2
693,P_0693,Harish Fernandes,29,2,1,2.0,2,314,Hubballi-Dharwad,Fraud,0,0,0,23.5
694,P_0694,Melwin Desai,32,1,1,4.0,4,392,Bengaluru City,Robbery,0,0,0,32.8
695,P_0695,Vijayalakshmi Bhat,47,1,1,4.0,4,321,Hubballi-Dharwad,Robbery,0,0,0,35.2
696,P_0696,Girish Ballal,20,2,1,1.0,1,228,Hubballi-Dharwad,Theft,1,1,0,25.3
697,P_0697,Kalpana Shetty,32,2,1,4.0,4,193,Belagavi,Narcotics,6,0,0,57.2
698,P_0698,Kalpana Sequeira,47,2,1,2.0,2,428,Mangaluru City,Fraud,0,1,0,20.8
699,P_0699,Lawrence Sequeira,43,1,1,3.0,3,221,Belagavi,Cybercrime,0,0,0,34.6
700,P_0700,Roopa Salian,51,1,1,4.0,4,390,Mysuru City,Robbery,0,0,0,32.8
701,P_0701,Vidya Shetty,32,1,1,4.0,4,554,Mangaluru City,Narcotics,0,0,0,32.8
702,P_0702,Deepa Sequeira,57,1,1,3.0,3,614,Mysuru City,Cybercrime,0,0,0,26.8
703,P_0703,Naveen Sheikh,45,1,1,4.0,4,581,Mysuru City,Narcotics,0,1,0,32.8
704,P_0704,Prakash Rathod,51,1,1,5.0,5,417,Hubballi-Dharwad,Homicide,0,1,0,38.8
705,P_0705,Deepa Kulkarni,51,1,1,4.0,4,718,Hubballi-Dharwad,Robbery,1,0,0,35.8
706,P_0706,Pooja Gowda,20,1,1,1.0,1,420,Bengaluru City,Theft,5,1,0,29.8
707,P_0707,Nandini Khan,45,2,1,3.0,3,260,Belagavi,Assault,0,0,0,32.5
708,P_0708,Chandan D'Souza,25,1,1,5.0,5,209,Belagavi,Homicide,0,1,0,47.3
709,P_0709,Rekha Kulkarni,23,2,1,2.0,2,95,Mangaluru City,Fraud,0,0,0,35.5
710,P_0710,Suresh Sheikh,60,1,1,2.0,2,429,Belagavi,Fraud,0,0,0,20.8
711,P_0711,Vijayalakshmi Desai,24,2,1,2.0,2,405,Mangaluru City,Fraud,0,0,0,20.8
712,P_0712,Joseph Salian,20,1,1,4.0,4,725,Mangaluru City,Narcotics,0,0,0,32.8
713,P_0713,Sowmya Sheikh,39,1,1,4.0,4,632,Bengaluru City,Narcotics,0,1,0,32.8
714,P_0714,Suresh Sheikh,34,1,1,5.0,5,544,Mangaluru City,Homicide,0,0,0,38.8
715,P_0715,Deepa Naik,27,1,1,3.0,3,270,Hubballi-Dharwad,Cybercrime,1,0,0,35.0
716,P_0716,Nandini Setty,49,1,1,4.0,4,638,Mysuru City,Robbery,1,0,0,35.8
717,P_0717,Manjula Fernandes,32,1,1,5.0,5,459,Mysuru City,Homicide,1,0,0,41.8
718,P_0718,Kavya Salian,45,1,1,2.0,2,391,Belagavi,Fraud,0,0,0,20.8
719,P_0719,Roopa Salian,30,1,1,5.0,5,674,Mangaluru City,Homicide,0,0,0,38.8
720,P_0720,Sridhar D'Souza,61,1,1,4.0,4,440,Mysuru City,Narcotics,1,1,0,35.8
721,P_0721,Basavaraj Hegde,26,1,1,3.0,3,92,Hubballi-Dharwad,Cybercrime,0,0,0,41.7
722,P_0722,Harish Khan,32,1,1,4.0,4,647,Belagavi,Robbery,0,1,0,32.8
723,P_0723,Gopal Fernandes,42,1,1,2.0,2,479,Mysuru City,Fraud,0,0,0,20.8
724,P_0724,Bhagya Mendes,20,1,1,3.0,3,165,Mangaluru City,Assault,0,1,0,37.7
725,P_0725,Sowmya Desai,49,1,1,2.0,2,697,Hubballi-Dharwad,Fraud,0,0,0,20.8
726,P_0726,Joseph Kulkarni,28,2,1,3.0,3,121,Mysuru City,Cybercrime,7,1,0,55.1
727,P_0727,Vishwanath Fernandes,43,1,1,5.0,5,560,Belagavi,Homicide,0,1,0,38.8
728,P_0728,Roopa Bhat,19,1,1,2.0,2,56,Mangaluru City,Fraud,0,0,0,37.7
729,P_0729,Sudha Achar,24,2,1,2.0,2,331,Belagavi,Fraud,0,1,0,22.6
730,P_0730,Santosh Salian,49,2,1,5.0,5,494,Belagavi,Homicide,0,0,0,38.8
731,P_0731,Chandan D'Souza,53,2,1,5.0,5,554,Mysuru City,Homicide,0,0,0,38.8
732,P_0732,Chandan D'Souza,57,1,1,3.0,3,371,Hubballi-Dharwad,Cybercrime,1,1,0,29.8
733,P_0733,Joseph Salian,49,1,1,3.0,3,105,Bengaluru City,Assault,0,1,0,41.0
734,P_0734,Bhagya Mendes,61,1,1,2.0,2,356,Bengaluru City,Fraud,0,1,0,21.2
735,P_0735,Rashmi Sheikh,61,1,1,3.0,3,460,Hubballi-Dharwad,Cybercrime,0,1,0,26.8
736,P_0736,Harish Khan,55,1,1,4.0,4,718,Hubballi-Dharwad,Robbery,1,0,0,35.8
737,P_0737,Sudha Achar,51,1,1,3.0,3,319,Bengaluru City,Cybercrime,0,0,0,29.3
738,P_0738,Maria Reddy,33,1,1,3.0,3,457,Bengaluru City,Assault,0,1,0,26.8
739,P_0739,Roopa Bhat,44,1,1,4.0,4,3,Mysuru City,Narcotics,0,0,0,52.6
740,P_0740,Rashmi Sheikh,25,1,1,1.0,1,669,Belagavi,Theft,0,0,0,14.8
741,P_0741,Deepa Kulkarni,30,1,1,4.0,4,579,Mysuru City,Robbery,0,0,0,32.8
742,P_0742,Nagesh Pinto,48,1,1,5.0,5,125,Mangaluru City,Homicide,0,1,0,51.9
743,P_0743,Nataraj Sequeira,27,1,1,2.0,2,197,Bengaluru City,Fraud,6,1,0,45.0
744,P_0744,Naseema Rao,61,1,1,3.0,3,727,Hubballi-Dharwad,Cybercrime,0,0,0,26.8
745,P_0745,Antony Pinto,21,2,1,1.0,1,90,Hubballi-Dharwad,Theft,0,1,0,29.8
746,P_0746,Roopa Hegde,31,1,1,3.0,3,191,Belagavi,Cybercrime,0,0,0,36.3
747,P_0747,Maria Reddy,59,1,1,3.0,3,312,Bengaluru City,Assault,0,1,0,29.7
748,P_0748,Iqbal Patil,34,1,1,4.0,4,445,Hubballi-Dharwad,Narcotics,0,1,0,32.8
749,P_0749,Bhagya Mendes,19,2,1,3.0,3,225,Mangaluru City,Cybercrime,6,0,0,49.4
750,P_0750,Chandan D'Souza,41,1,1,5.0,5,587,Mangaluru City,Homicide,0,0,0,38.8
751,P_0751,Joseph Kulkarni,55,2,1,1.0,1,539,Bengaluru City,Theft,0,1,0,14.8
752,P_0752,Anitha Pinto,48,1,1,3.0,3,703,Mysuru City,Assault,0,0,0,26.8
753,P_0753,Vinay Chavan,26,1,1,4.0,4,146,Mysuru City,Robbery,0,0,0,44.8
754,P_0754,Sowmya Naik,51,1,1,4.0,4,42,Mangaluru City,Narcotics,6,1,0,65.4
755,P_0755,Deepa Desai,30,1,1,2.0,2,193,Bengaluru City,Fraud,0,0,0,30.2
756,P_0756,Sridhar D'Souza,50,2,1,2.0,2,198,Belagavi,Fraud,0,0,0,29.9
757,P_0757,Roopa Bhat,61,1,1,3.0,3,240,Hubballi-Dharwad,Assault,0,0,0,33.6
758,P_0758,Chandan Pujari,35,1,1,5.0,5,431,Belagavi,Homicide,1,0,0,41.8
759,P_0759,Nandini Pujari,46,1,1,3.0,3,382,Mysuru City,Cybercrime,0,1,0,26.8
760,P_0760,Vishwanath Fernandes,27,1,1,3.0,3,72,Mangaluru City,Cybercrime,0,1,0,42.8
761,P_0761,Pooja Gowda,26,1,1,4.0,4,405,Belagavi,Robbery,0,0,0,32.8
762,P_0762,Imran Jadhav,37,1,1,3.0,3,463,Bengaluru City,Assault,6,1,0,41.8
763,P_0763,Basavaraj Shetty,38,2,1,3.0,3,525,Bengaluru City,Cybercrime,1,0,0,29.8
764,P_0764,Ravi Rathod,24,1,1,3.0,3,625,Mysuru City,Cybercrime,0,0,0,26.8
765,P_0765,Vidya Naik,51,1,1,3.0,3,311,Mangaluru City,Cybercrime,1,0,0,32.7
766,P_0766,Shweta Chavan,62,1,1,3.0,3,390,Belagavi,Cybercrime,0,0,0,26.8
767,P_0767,Suresh Kotian,31,1,1,3.0,3,508,Hubballi-Dharwad,Cybercrime,0,0,0,26.8
768,P_0768,Manjula Fernandes,28,1,1,3.0,3,511,Bengaluru City,Cybercrime,0,0,0,26.8
